--------------------------------------------
  Created log file: log_2024-2-9_3-0-4
--------------------------------------------

[3:0:4] LOG | Updated logfile.txt to './logs/log_2024-2-9_3-0-4.txt'
[3:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-9_3-0-4.private.txt')
[3:0:5] LOG | Fetching sources...
[3:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-9_3-0-4.private.txt')
[3:0:5] LOG | Retrieving playback url...
[3:0:5] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-9_3-0-4.private.txt')
[3:0:5] LOG | Sucessfully retrieved playback url!
[3:0:6] LOG | Request for embed.js intercepted
[3:0:6] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-9_3-0-4.private.txt')
[3:0:6] WARN | Same version detected!
[3:0:6] LOG | Routine for 'main' sleeping for '2.5' second(s)...
[3:0:9] LOG | Continuing...
[3:0:10] LOG | Request for embed.js intercepted
[3:0:10] HIDDEN | Surpressed due to logging rules. (see './logs/log_2024-2-9_3-0-4.private.txt')
[3:0:11] ERROR | Could not retrieve keys, patchEmbedJs failed?
[3:0:11] LOG | Extracted keys sucessfully!
[3:0:11] LOG | Extracted keys sucessfully!
[3:0:11] LOG | Key 1: 'Zxj85ykJoUNAjlH3' - Key 2: 'LP0sIzdlRiMksBuD'
[3:0:11] LOG | Key 1: 'Zxj85ykJoUNAjlH3' - Key 2: 'LP0sIzdlRiMksBuD'
[3:0:11] LOG | Bumped version to '65c59539'
[3:0:11] LOG | Bumped version to '65c59539'
[3:0:11] WARN | Killing process...
[3:0:11] WARN | Killing process...
